_ID_,_PRICE_
0,11895.5217853
1,17057.7360514
2,5215.80261712
3,11895.5217853
4,5945.56135338
5,3197.92621168
6,11895.5217853
7,10721.7189805
8,6898.07905459
9,10721.7189805
10,10721.7189805
11,4294.13661453
12,3832.5658742
13,4294.13661453
14,11895.5217853
15,16006.7609916
16,17057.7360514
17,10721.7189805
18,11895.5217853
19,7730.65457282
20,6898.07905459
21,12766.4550892
22,24309.8724695
23,11895.5217853
24,4067.14838248
25,16069.5904078
26,22431.6780876
27,12766.4550892
28,6033.23076614
29,1202.89002047
30,11895.5217853
31,11612.0563871
32,12766.4550892
33,12766.4550892
34,10721.7189805
35,6898.07905459
36,8279.88203074
37,10721.7189805
38,8729.27716427
39,8729.27716427
40,10721.7189805
41,10721.7189805
42,5945.56135338
43,7864.42887582
44,5215.80261712
45,10721.7189805
46,2599.54443463
47,46846.5569684
48,3832.5658742
49,61363.856418
50,2967.71758575
51,7730.65457282
52,2599.54443463
53,291.044672263
54,11895.5217853
55,70165.6494866
56,3832.5658742
57,15640.7354983
58,3832.5658742
59,25402.348073
60,12717.9330776
61,11895.5217853
62,20581.6610121
63,4879.94295096
64,6865.80628437
65,12766.4550892
66,-287.368018638
67,10721.7189805
68,12766.4550892
69,8729.27716427
70,4067.14838248
71,13460.5984219
72,928.746674437
73,12766.4550892
74,11616.0284542
75,-287.368018638
76,343003.809527
77,25488.8042207
78,54901.7354359
79,4294.13661453
80,6033.23076614
81,12766.4550892
82,3429.28832608
83,1324.14880811
84,20431.9374718
85,12766.4550892
86,4350.95432867
87,2564.05583931
88,9459.24336652
89,3653.82386662
90,3429.28832608
91,774.921350191
92,5744.79123941
93,3832.5658742
94,8279.88203074
95,23419.8237312
96,10721.7189805
97,4067.14838248
98,16069.5904078
99,4067.14838248
100,6898.07905459
101,3202.30009403
102,3197.92621168
103,7730.65457282
104,11895.5217853
105,4067.14838248
106,8279.88203074
107,4294.13661453
108,3197.92621168
109,28699.4604822
110,2788.97557817
111,6865.80628437
112,6898.07905459
113,13460.5984219
114,3197.92621168
115,10721.7189805
116,13460.5984219
117,21076.5712297
118,3202.30009403
119,1202.89002047
120,6898.07905459
121,5215.80261712
122,8729.27716427
123,10561.5238301
124,28699.4604822
125,666.072334713
126,7316.32949577
127,50568.3063575
128,5215.80261712
129,8065.64703539
130,2891.15301558
131,1202.89002047
132,11895.5217853
133,-63.8938675382
134,1202.89002047
135,20431.9374718
136,58508.41453
137,-63.8938675382
138,8729.27716427
139,1324.14880811
140,22431.6780876
141,25402.348073
142,2376.69282526
143,22431.6780876
144,22431.6780876
145,38573.2942991
146,6176.81896304
147,1202.89002047
148,1202.89002047
149,2376.69282526
150,3653.82386662
151,29653.8928297
152,1492.26412426
153,1492.26412426
154,28833.386677
155,16576.1190341
156,50050.5582909
157,23419.8237312
158,15527.5371009
159,8624.39907799
160,10721.7189805
161,11895.5217853
162,17057.7360514
163,424.755980486
164,1869.54604684
165,7512.92802125
166,7569.42660438
167,774.921350191
168,7569.42660438
169,424.755980486
170,7569.42660438
171,1869.54604684
172,1869.54604684
173,207.403309916
174,10561.5238301
175,15258.4329793
176,2599.54443463
177,3832.5658742
178,25402.348073
179,8279.88203074
180,3832.5658742
181,12721.2275327
182,12766.4550892
183,5173.04782517
184,10721.7189805
185,2564.05583931
186,1202.89002047
187,10721.7189805
188,1340.89100837
189,519.884830969
190,424.755980486
191,7559.57250422
192,8279.88203074
193,519.884830969
194,21076.5712297
195,6898.07905459
196,12766.4550892
197,10721.7189805
198,19472.0629397
199,21655.9412999
200,-63.8938675382
201,13460.5984219
202,4350.95432867
203,8279.88203074
204,5173.04782517
205,1494816.92227
206,10721.7189805
207,6865.80628437
208,-287.368018638
209,-287.368018638
210,-287.368018638
211,10209.9511853
212,10209.9511853
213,12983.945004
214,19822.6861017
215,70782.448189
216,207.403309916
217,7559.57250422
218,7316.32949577
219,55751.8188698
220,6033.23076614
221,28375.9940966
222,-600.822517664
223,6898.07905459
224,7316.32949577
225,3429.28832608
226,7864.42887582
227,12766.4550892
228,3202.30009403
229,6898.07905459
230,8311.26459448
231,1768.35279829
232,12766.4550892
233,21655.9412999
234,5744.79123941
235,928.746674437
236,6033.23076614
237,11895.5217853
238,1202.89002047
239,28699.4604822
240,11895.5217853
241,1324.14880811
242,26794.0251516
243,60204.5771337
244,22431.6780876
245,1202.89002047
246,3409.17007989
247,48641.532625
248,71322.3968414
249,10721.7189805
250,10721.7189805
251,13460.5984219
252,15640.7354983
253,1790.90653019
254,4294.13661453
255,1202.89002047
256,10561.5238301
257,88566.0400149
258,15640.7354983
259,7316.32949577
260,484.106474711
261,2376.69282526
262,5787.14101609
263,-63.8938675382
264,207.403309916
265,1324.14880811
266,6375.64127166
267,35895.3467001
268,7559.57250422
269,41762.5615703
270,13460.5984219
271,7415.03374229
272,6033.23076614
273,7415.03374229
274,1202.89002047
275,4350.95432867
276,-287.368018638
277,42914.3562227
278,11867.8496437
279,5173.04782517
280,666.072334713
281,13460.5984219
282,2564.05583931
283,53646.0896253
284,57437.125053
285,10721.7189805
286,7415.03374229
287,22013.9064168
288,7730.65457282
289,12766.4550892
290,1324.14880811
291,1202.89002047
292,198.420627887
293,-63.8938675382
294,5173.04782517
295,22431.6780876
296,5538.45943759
297,12766.4550892
298,5538.45943759
299,10721.7189805
300,32211.2066193
301,4067.14838248
302,4067.14838248
303,4067.14838248
304,16069.5904078
305,-1328.84703485
306,10721.7189805
307,5215.80261712
308,1202.89002047
309,71897.3258214
310,5744.79123941
311,10721.7189805
312,2564.05583931
313,17057.7360514
314,6403.30772604
315,7730.65457282
316,3197.92621168
317,1987.18220437
318,2107.85696074
319,2357.11241271
320,7559.57250422
321,5215.80261712
322,8729.27716427
323,25402.348073
324,11895.5217853
325,6865.80628437
326,28571.2941843
327,11895.5217853
328,12766.4550892
329,61630.3093365
330,126821.573869
331,36769.0190003
332,50050.5582909
333,22013.9064168
334,5538.45943759
335,6865.80628437
336,42289.9507676
337,9736.79475123
338,17057.7360514
339,37403.1513337
340,5538.45943759
341,7730.65457282
342,11895.5217853
343,20431.9374718
344,5215.80261712
345,3197.92621168
346,63092.7944047
347,11895.5217853
348,42289.9507676
349,4294.13661453
350,6898.07905459
351,7559.57250422
352,71130.9713407
353,10721.7189805
354,16069.5904078
355,20431.9374718
356,45394.3055142
357,25402.348073
358,33623.5229485
359,45405.6970063
360,68842.4831804
361,55229.577544
362,8729.27716427
363,2599.54443463
364,13071.5402289
365,11895.5217853
366,16069.5904078
367,25402.348073
368,21332.9781617
369,37403.1513337
370,25122.6105456
371,13460.5984219
372,6898.07905459
373,283252.742126
374,8729.27716427
375,2788.97557817
376,45394.3055142
377,8279.88203074
378,4294.13661453
379,12766.4550892
380,13460.5984219
381,5173.04782517
382,7415.03374229
383,7730.65457282
384,21655.9412999
385,10721.7189805
386,8279.88203074
387,5215.80261712
388,63214.5099398
389,2017.49677961
390,28699.4604822
391,11895.5217853
392,6898.07905459
393,13460.5984219
394,16006.7609916
395,17057.7360514
396,-3441.93992177
397,-1185.72070159
398,1790.90653019
399,20193.8838671
400,30222.8911472
401,5744.79123941
402,8729.27716427
403,20431.9374718
404,10721.7189805
405,28699.4604822
406,12766.4550892
407,774.921350191
408,8729.27716427
409,8729.27716427
410,13460.5984219
411,2376.69282526
412,79487.0661755
413,68422.184792
414,20431.9374718
415,92983.8521831
416,38573.2942991
417,47589.9741056
418,37403.1513337
419,25402.348073
420,10721.7189805
421,5744.79123941
422,6898.07905459
423,6898.07905459
424,1869.54604684
425,19274.1518419
426,41908.619822
427,25402.348073
428,25402.348073
429,5173.04782517
430,10721.7189805
431,57568.593581
432,88681.5532577
433,10721.7189805
434,21332.9781617
435,10721.7189805
436,-1092.56961455
437,4067.14838248
438,17028.5860781
439,5215.80261712
440,5744.79123941
441,6403.30772604
442,3832.5658742
443,4294.13661453
444,2599.54443463
445,21332.9781617
446,6898.07905459
447,4067.14838248
448,2599.54443463
449,16069.5904078
450,32421.3575956
451,29123.1207746
452,10721.7189805
453,2376.69282526
454,25402.348073
455,24866.5846196
456,8279.88203074
457,37403.1513337
458,1202.89002047
459,25402.348073
460,3942.12807535
461,45405.6970063
462,14386.7053319
463,3832.5658742
464,29830.0402703
465,484.106474711
466,7392.25326488
467,36739.5922881
468,16006.7609916
469,10721.7189805
470,43140.0342014
471,207.403309916
472,1202.89002047
473,4067.14838248
474,8279.88203074
475,6403.30772604
476,11871.1440988
477,1790.90653019
478,1790.90653019
479,16069.5904078
480,8729.27716427
481,29074.1858944
482,28571.2941843
483,5215.80261712
484,26794.0251516
485,11895.5217853
486,12766.4550892
487,11895.5217853
488,6898.07905459
489,25402.348073
490,42289.9507676
491,36401.4212312
492,30546.8938909
493,27179.2014405
494,16069.5904078
495,50858.6047338
496,25402.348073
497,43140.0342014
498,29159.9803512
499,16472.0234043
500,98826.6181805
501,25402.348073
502,29885.0100361
503,21076.5712297
504,33623.5229485
505,43140.0342014
506,25908.4226042
507,6999.30786559
508,3942.12807535
509,13460.5984219
510,20431.9374718
511,4717.5437876
512,17057.7360514
513,20193.8838671
514,13460.5984219
515,1324.14880811
516,10721.7189805
517,11895.5217853
518,2599.54443463
519,1324.14880811
520,7392.25326488
521,12766.4550892
522,10721.7189805
523,25908.4226042
524,5744.79123941
525,16069.5904078
526,36739.5922881
527,-832.947935912
528,6033.23076614
529,6403.30772604
530,20733.4270174
531,22471.2989972
532,77890.1890395
533,6898.07905459
534,33623.5229485
535,4067.14838248
536,11871.1440988
