ID;COTIS
300001;304.831756592
300002;194.361343384
300003;253.952011108
300004;324.709472656
300005;299.115844727
300006;349.282897949
300007;452.43270874
300008;162.620513916
300009;540.416503906
300010;475.28213501
300011;257.849365234
300012;344.389892578
300013;232.339797974
300014;215.73677063
300015;357.701873779
300016;183.114776611
300017;258.292633057
300018;490.746185303
300019;290.039245605
300020;529.976257324
300021;204.350891113
300022;379.254730225
300023;387.58102417
300024;332.672363281
300025;294.045227051
300026;221.564880371
300027;264.372070312
300028;366.913482666
300029;230.893096924
300030;204.665405273
300031;383.330963135
300032;437.878814697
300033;225.222183228
300034;381.620269775
300035;336.08493042
300036;283.390106201
300037;161.369430542
300038;330.112335205
300039;219.346191406
300040;193.291824341
300041;317.028137207
300042;503.75491333
300043;257.449676514
300044;426.464477539
300045;252.814666748
300046;282.614471436
300047;253.074188232
300048;224.474624634
300049;367.981994629
300050;222.737991333
300051;303.968048096
300052;250.231338501
300053;269.632507324
300054;327.702850342
300055;288.845153809
300056;393.211975098
300057;276.708709717
300058;417.562286377
300059;303.2605896
300060;231.600067139
300061;364.629089355
300062;201.024749756
300063;146.376846313
300064;287.723205566
300065;302.30267334
300066;201.591369629
300067;426.083770752
300068;439.95211792
300069;387.56829834
300070;288.084136963
300071;194.161712646
300072;296.71862793
300073;266.137390137
300074;459.435577393
300075;344.871856689
300076;327.262695312
300077;341.645233154
300078;306.774719238
300079;274.742218018
300080;217.818099976
300081;187.913482666
300082;266.670654297
300083;256.185546875
300084;291.912017822
300085;216.538970947
300086;233.254669189
300087;305.778991699
300088;283.03604126
300089;367.3565979
300090;229.848937988
300091;345.552642822
300092;229.514526367
300093;150.032913208
300094;392.509124756
300095;208.792739868
300096;430.02432251
300097;209.763412476
300098;534.133605957
300099;369.631713867
300100;262.464263916
300101;278.01663208
300102;250.451782227
300103;531.779968262
300104;283.953704834
300105;239.900360107
300106;290.863586426
300107;300.495452881
300108;268.807983398
300109;233.149765015
300110;513.927612305
300111;463.40713501
300112;307.552093506
300113;300.102172852
300114;328.707794189
300115;388.185180664
300116;253.452758789
300117;243.084365845
300118;544.536987305
300119;244.539749146
300120;210.872894287
300121;227.249450684
300122;463.371307373
300123;233.347900391
300124;451.371398926
300125;258.535430908
300126;284.998962402
300127;379.576477051
300128;250.921798706
300129;172.872436523
300130;285.556488037
300131;256.744903564
300132;279.498260498
300133;160.507125854
300134;322.015838623
300135;278.685455322
300136;195.04826355
300137;200.319793701
300138;256.067687988
300139;252.504943848
300140;281.208221436
300141;453.998687744
300142;239.434539795
300143;263.552581787
300144;281.420349121
300145;282.601623535
300146;418.250976562
300147;195.564239502
300148;373.148864746
300149;391.279724121
300150;185.66192627
300151;396.376403809
300152;315.928131104
300153;365.180236816
300154;274.437011719
300155;320.397583008
300156;281.458282471
300157;356.623199463
300158;153.543655396
300159;284.845458984
300160;206.306869507
300161;299.698364258
300162;272.19329834
300163;279.822875977
300164;378.660858154
300165;377.718261719
300166;221.684020996
300167;241.918502808
300168;275.26171875
300169;261.679138184
300170;204.39932251
300171;253.215042114
300172;287.160400391
300173;352.281951904
300174;171.595840454
300175;299.736358643
300176;431.212921143
300177;531.99230957
300178;295.616485596
300179;162.073989868
300180;233.007080078
300181;261.600402832
300182;234.486679077
300183;222.516433716
300184;181.944534302
300185;271.068389893
300186;229.465148926
300187;138.475769043
300188;252.93762207
300189;362.152709961
300190;226.59286499
300191;323.821990967
300192;437.977081299
300193;333.805114746
300194;271.631958008
300195;242.007415771
300196;299.934204102
300197;352.857055664
300198;181.429870605
300199;190.095062256
300200;553.778503418
300201;469.416412354
300202;364.484527588
300203;342.928375244
300204;272.066925049
300205;250.167144775
300206;232.368377686
300207;393.226623535
300208;162.740158081
300209;226.543121338
300210;176.285812378
300211;154.844467163
300212;231.664642334
300213;435.329376221
300214;453.436798096
300215;191.895767212
300216;225.562240601
300217;242.135620117
300218;255.404571533
300219;342.165039062
300220;268.787597656
300221;424.623565674
300222;437.114715576
300223;228.592269897
300224;241.59576416
300225;282.239257812
300226;175.452133179
300227;267.590179443
300228;248.071746826
300229;311.965515137
300230;276.349700928
300231;366.625183105
300232;265.116699219
300233;298.954071045
300234;302.585601807
300235;275.221069336
300236;233.464035034
300237;328.143280029
300238;556.992675781
300239;214.166168213
300240;301.358001709
300241;242.932907104
300242;229.817520142
300243;236.685699463
300244;380.142059326
300245;185.169815063
300246;596.242126465
300247;267.607025146
300248;273.160858154
300249;268.331848145
300250;322.709564209
300251;259.957550049
300252;238.084793091
300253;169.53288269
300254;276.105102539
300255;288.632720947
300256;261.345855713
300257;354.557159424
300258;364.782470703
300259;288.269042969
300260;242.973403931
300261;206.715774536
300262;197.504547119
300263;318.420715332
300264;233.673950195
300265;272.65826416
300266;232.66519165
300267;350.128814697
300268;282.555175781
300269;411.059661865
300270;245.954299927
300271;420.504089355
300272;202.263366699
300273;393.923400879
300274;254.003509521
300275;259.172912598
300276;380.928222656
300277;354.635375977
300278;359.507171631
300279;289.962249756
300280;302.605316162
300281;331.655456543
300282;272.505249023
300283;300.972076416
300284;295.713867188
300285;273.272003174
300286;390.632293701
300287;303.522857666
300288;230.084716797
300289;306.137420654
300290;281.283599854
300291;368.734191895
300292;279.461486816
300293;369.100616455
300294;436.089202881
300295;330.60848999
300296;363.017272949
300297;323.418518066
300298;211.019256592
300299;344.174194336
300300;404.454467773
300301;477.865661621
300302;522.400390625
300303;291.213500977
300304;376.459655762
300305;517.049255371
300306;553.181274414
300307;306.929931641
300308;258.418762207
300309;279.952209473
300310;372.83895874
300311;350.212097168
300312;319.627716064
300313;418.407470703
300314;333.587432861
300315;288.048492432
300316;288.939147949
300317;384.862121582
300318;235.753036499
300319;454.206817627
300320;378.737884521
300321;352.797668457
300322;359.571838379
300323;433.143493652
300324;333.411224365
300325;371.200012207
300326;172.564422607
300327;301.202362061
300328;333.419921875
300329;265.604370117
300330;229.677871704
300331;258.223754883
300332;505.75390625
300333;410.94430542
300334;587.771118164
300335;254.926696777
300336;686.448059082
300337;575.456237793
300338;293.125244141
300339;258.515289307
300340;358.671600342
300341;303.615356445
300342;234.929016113
300343;192.020324707
300344;458.05581665
300345;364.455291748
300346;181.94329834
300347;349.085845947
300348;210.788757324
300349;249.874359131
300350;309.204864502
300351;184.092727661
300352;395.386962891
300353;388.734008789
300354;216.846954346
300355;301.838989258
300356;238.847229004
300357;227.404998779
300358;282.352203369
300359;229.219970703
300360;357.451599121
300361;310.090301514
300362;257.257415771
300363;237.228088379
300364;239.667282104
300365;406.814727783
300366;434.221588135
300367;263.021728516
300368;209.640853882
300369;415.941864014
300370;399.444641113
300371;396.6434021
300372;441.965118408
300373;294.028900146
300374;266.327819824
300375;343.001159668
300376;290.470825195
300377;469.388366699
300378;265.726531982
300379;225.063827515
300380;238.345916748
300381;393.470916748
300382;498.976013184
300383;189.324630737
300384;194.972564697
300385;278.348297119
300386;340.526885986
300387;224.642120361
300388;271.362548828
300389;248.808441162
300390;258.666229248
300391;285.041717529
300392;318.593200684
300393;349.759490967
300394;354.847137451
300395;261.18838501
300396;229.033920288
300397;315.629089355
300398;383.56451416
300399;323.985809326
300400;372.60369873
300401;385.48248291
300402;272.201782227
300403;219.956771851
300404;291.304321289
300405;232.686248779
300406;757.973510742
300407;429.465942383
300408;379.658477783
300409;240.831588745
300410;311.259124756
300411;251.639923096
300412;417.133728027
300413;259.345611572
300414;219.6040802
300415;408.423065186
300416;357.723937988
300417;261.818817139
300418;242.249053955
300419;414.476348877
300420;306.961242676
300421;322.851318359
300422;365.103820801
300423;377.749694824
300424;322.983276367
300425;247.588653564
300426;256.307769775
300427;283.091064453
300428;574.856201172
300429;433.775482178
300430;364.253845215
300431;459.183227539
300432;214.500732422
300433;344.405883789
300434;300.632751465
300435;206.560287476
300436;250.799880981
300437;412.482269287
300438;427.89743042
300439;404.942993164
300440;201.894592285
300441;226.214324951
300442;177.964813232
300443;328.683532715
300444;319.261474609
300445;294.731018066
300446;363.137207031
300447;357.611663818
300448;198.808502197
300449;293.316070557
300450;260.783752441
300451;324.758117676
300452;419.130889893
300453;303.3230896
300454;434.041320801
300455;351.593475342
300456;184.83152771
300457;296.506225586
300458;268.281738281
300459;341.006561279
300460;259.649108887
300461;190.876312256
300462;197.217529297
300463;304.986907959
300464;229.494430542
300465;201.954040527
300466;347.049499512
300467;267.898590088
300468;267.706237793
300469;546.601623535
300470;267.03314209
300471;260.122833252
300472;289.372589111
300473;312.843933105
300474;283.392333984
300475;226.556060791
300476;324.801300049
300477;258.83807373
300478;233.397796631
300479;255.731079102
300480;308.726928711
300481;257.4793396
300482;302.010284424
300483;353.994689941
300484;204.668289185
300485;256.053344727
300486;191.330551147
300487;443.830963135
300488;365.987213135
300489;288.840087891
300490;202.396133423
300491;279.312072754
300492;302.321624756
300493;364.62802124
