ID;COTIS
300001;309.083892822
300002;214.422210693
300003;241.907836914
300004;319.071289062
300005;305.628326416
300006;364.435180664
300007;453.857849121
300008;178.102081299
300009;537.414367676
300010;497.161132812
300011;262.795440674
300012;340.311004639
300013;231.982177734
300014;218.066452026
300015;372.780670166
300016;191.641540527
300017;261.480834961
300018;491.472442627
300019;294.549285889
300020;508.005371094
300021;209.233291626
300022;375.985076904
300023;390.48336792
300024;333.373779297
300025;303.725646973
300026;228.991821289
300027;271.138122559
300028;379.271087646
300029;236.773864746
300030;220.660842896
300031;381.465118408
300032;436.437927246
300033;240.784286499
300034;397.785919189
300035;335.976135254
300036;293.03717041
300037;172.564208984
300038;329.712219238
300039;215.566497803
300040;201.414611816
300041;321.728973389
300042;509.628082275
300043;260.896636963
300044;422.872558594
300045;255.32572937
300046;287.720397949
300047;267.529144287
300048;225.435668945
300049;373.914093018
300050;232.064224243
300051;313.023620605
300052;254.428237915
300053;285.484008789
300054;336.710632324
300055;293.429260254
300056;381.996032715
300057;279.943267822
300058;421.908050537
300059;302.231628418
300060;244.548614502
300061;362.287506104
300062;211.786026001
300063;158.854797363
300064;293.753356934
300065;294.115447998
300066;201.923324585
300067;412.715301514
300068;429.157958984
300069;394.158416748
300070;284.88848877
300071;196.600357056
300072;304.29498291
300073;281.447723389
300074;467.662384033
300075;342.756622314
300076;326.434814453
300077;341.919891357
300078;309.535369873
300079;283.616699219
300080;231.100219727
300081;193.579544067
300082;272.373291016
300083;265.683044434
300084;306.284881592
300085;228.300552368
300086;237.012878418
300087;300.494903564
300088;285.714385986
300089;367.289031982
300090;240.076370239
300091;348.77041626
300092;237.246917725
300093;155.518493652
300094;400.704711914
300095;216.162841797
300096;423.351745605
300097;220.766738892
300098;531.194396973
300099;371.060577393
300100;264.746520996
300101;279.45300293
300102;254.190795898
300103;523.969177246
300104;278.604644775
300105;243.789169312
300106;309.173858643
300107;309.125152588
300108;273.651092529
300109;245.222702026
300110;497.948577881
300111;462.547454834
300112;305.449554443
300113;309.344512939
300114;334.855224609
300115;394.076782227
300116;255.631088257
300117;251.8465271
300118;538.216308594
300119;237.692077637
300120;226.058105469
300121;235.90045166
300122;466.978057861
300123;233.41569519
300124;463.345703125
300125;255.503952026
300126;287.960784912
300127;389.933013916
300128;254.787002563
300129;181.549224854
300130;284.616149902
300131;253.13482666
300132;284.79284668
300133;172.355682373
300134;332.223480225
300135;277.897796631
300136;209.468612671
300137;202.750839233
300138;276.71282959
300139;257.37802124
300140;279.554504395
300141;448.145477295
300142;245.375091553
300143;283.321868896
300144;287.460510254
300145;293.000976562
300146;433.546844482
300147;196.015777588
300148;378.180511475
300149;385.825073242
300150;190.972717285
300151;405.874908447
300152;315.435089111
300153;377.956268311
300154;280.107910156
300155;317.203399658
300156;290.472259521
300157;354.026367188
300158;168.869338989
300159;285.170501709
300160;210.503738403
300161;300.663238525
300162;284.205352783
300163;289.261474609
300164;382.34262085
300165;374.344940186
300166;226.729156494
300167;234.215606689
300168;286.505889893
300169;258.150695801
300170;216.263977051
300171;260.890563965
300172;303.352600098
300173;359.0809021
300174;179.844497681
300175;296.915008545
300176;439.18661499
300177;525.266296387
300178;294.696289062
300179;172.017425537
300180;224.892166138
300181;262.27230835
300182;246.979171753
300183;229.958312988
300184;182.474029541
300185;285.776611328
300186;244.880950928
