ID;COTIS
300001;336.905761719
300002;228.415557861
300003;277.225952148
300004;357.900115967
300005;291.015472412
300006;396.125061035
300007;425.65435791
300008;195.924438477
300009;581.966064453
300010;518.392700195
300011;260.830291748
300012;355.388122559
300013;244.915664673
300014;220.251052856
300015;381.122589111
300016;195.166854858
300017;258.210113525
300018;494.48135376
300019;299.20111084
300020;462.740570068
300021;228.565002441
300022;393.055450439
300023;405.466094971
300024;346.858825684
300025;293.292022705
300026;244.888122559
300027;297.959289551
300028;388.761322021
300029;280.898284912
300030;225.071960449
300031;399.073883057
300032;429.543029785
300033;280.123718262
300034;403.952301025
300035;356.096099854
300036;313.267883301
300037;158.243209839
300038;338.519073486
300039;218.489364624
300040;210.169921875
300041;343.947235107
300042;505.976989746
300043;290.681671143
300044;470.50302124
300045;268.850982666
300046;297.676330566
300047;288.477935791
300048;239.217666626
300049;386.643829346
300050;255.117584229
300051;332.601470947
300052;279.946594238
300053;318.968200684
300054;342.705535889
300055;311.004180908
300056;364.073425293
300057;303.157897949
300058;376.938232422
300059;292.019927979
300060;263.312957764
300061;361.103668213
300062;215.889205933
300063;181.543655396
300064;304.025939941
300065;299.622711182
300066;225.893920898
300067;419.612518311
300068;423.88961792
300069;401.492706299
300070;292.724578857
300071;226.866470337
300072;337.661682129
300073;289.526489258
300074;476.248809814
300075;373.052459717
300076;309.330963135
300077;313.372924805
300078;361.35760498
300079;302.331970215
300080;231.415588379
300081;195.383834839
300082;293.369812012
300083;296.423217773
300084;337.879272461
300085;229.357086182
300086;248.909286499
300087;306.335235596
300088;301.154296875
300089;378.764862061
300090;262.984344482
300091;387.54498291
300092;245.739013672
300093;180.828094482
300094;389.888122559
300095;218.592437744
300096;416.308441162
300097;241.727142334
300098;561.340759277
300099;384.477661133
300100;279.066711426
300101;290.512420654
300102;260.547332764
300103;567.282043457
300104;291.841705322
300105;282.163299561
300106;312.526977539
300107;330.382049561
300108;279.063323975
300109;263.261810303
300110;560.672729492
300111;461.041748047
300112;306.335235596
300113;335.668579102
300114;344.903015137
300115;400.707855225
300116;292.051605225
300117;272.541870117
300118;562.217468262
300119;237.374755859
300120;241.416687012
300121;239.217666626
300122;487.460876465
300123;265.774017334
300124;484.203369141
300125;271.133789062
300126;327.154418945
300127;431.50012207
300128;275.09854126
300129;195.912017822
300130;278.317138672
300131;275.105407715
300132;303.577636719
300133;194.769989014
300134;328.685577393
300135;301.924133301
300136;253.004196167
300137;189.957046509
300138;295.966491699
300139;293.490264893
300140;305.520050049
300141;481.787353516
300142;276.23223877
300143;294.189239502
300144;323.793914795
300145;303.907226562
300146;414.834564209
300147;211.363845825
300148;385.696075439
300149;404.126739502
300150;171.919113159
300151;453.366943359
300152;337.214599609
300153;387.237457275
300154;324.802185059
300155;303.511444092
300156;311.644805908
300157;386.399200439
300158;204.130645752
300159;333.014953613
300160;206.698471069
300161;292.469451904
300162;314.816558838
300163;315.407531738
300164;373.93157959
300165;383.329650879
300166;239.878082275
300167;258.155456543
300168;303.648590088
300169;295.134216309
300170;200.897705078
300171;280.550018311
300172;324.023376465
300173;353.725708008
300174;166.427764893
300175;289.572479248
300176;417.503753662
300177;503.557220459
300178;295.467376709
300179;159.916748047
300180;229.369796753
300181;256.471069336
300182;281.744628906
300183;228.309432983
300184;164.26473999
300185;280.092407227
300186;269.419403076
300187;179.560333252
300188;286.790924072
300189;387.626312256
300190;228.309432983
300191;349.216278076
300192;418.187957764
300193;327.591064453
300194;305.826873779
300195;254.069259644
300196;327.511962891
300197;368.493835449
300198;205.551071167
300199;214.865875244
300200;489.691497803
300201;474.303009033
300202;363.244232178
300203;326.553741455
300204;277.042755127
300205;277.506622314
300206;264.411102295
300207;380.835418701
300208;168.933029175
300209;251.728408813
300210;171.919113159
300211;174.568817139
300212;218.254089355
300213;432.804962158
300214;441.856018066
