ID;COTIS
300001;341.44430542
300002;227.400756836
300003;278.08303833
300004;358.522033691
300005;290.961669922
300006;397.717773438
300007;426.444946289
300008;195.401245117
300009;580.922973633
300010;520.380981445
300011;261.13861084
300012;354.087982178
300013;243.284866333
300014;221.128982544
300015;380.427764893
300016;195.891677856
300017;256.903717041
300018;494.738372803
300019;297.838897705
300020;459.678344727
300021;228.912780762
300022;391.854217529
300023;405.079437256
300024;345.473907471
300025;291.581665039
300026;244.703567505
300027;296.751586914
300028;388.861999512
300029;281.363586426
300030;223.828399658
300031;395.218261719
300032;429.489868164
300033;279.029937744
300034;404.372161865
300035;353.560028076
300036;313.569061279
300037;159.766540527
300038;338.073669434
300039;218.050750732
300040;211.892532349
300041;343.614990234
300042;506.595794678
300043;289.710327148
300044;470.270751953
300045;269.271392822
300046;296.778045654
300047;286.71987915
300048;236.877868652
300049;385.99017334
300050;255.24017334
300051;331.742156982
300052;282.935852051
300053;317.578094482
300054;343.21383667
300055;309.303344727
300056;362.896392822
300057;303.231842041
300058;374.78326416
300059;292.920257568
300060;264.254516602
300061;361.109039307
300062;217.875274658
300063;183.424423218
300064;304.907562256
300065;298.799560547
300066;226.322692871
300067;418.229156494
300068;421.084655762
300069;403.795074463
300070;291.048858643
300071;227.312545776
300072;337.078491211
300073;289.789520264
300074;475.952789307
300075;372.474578857
300076;309.157501221
300077;314.475921631
300078;363.894836426
300079;302.383178711
300080;231.940368652
300081;198.385009766
300082;291.402130127
300083;298.917602539
300084;339.319335938
300085;229.147796631
300086;248.577697754
300087;306.279144287
300088;302.553649902
300089;379.517852783
300090;261.087402344
300091;387.990631104
300092;246.148300171
300093;181.381378174
300094;386.21572876
300095;218.178131104
300096;416.794250488
300097;243.606491089
300098;562.259033203
300099;384.680541992
300100;278.094421387
300101;289.909881592
300102;261.16506958
300103;568.340820312
300104;291.195404053
300105;282.783172607
300106;312.229278564
300107;329.257324219
300108;279.455963135
300109;263.283874512
300110;561.451660156
300111;460.753631592
300112;306.279144287
300113;333.515136719
300114;345.133331299
300115;400.966094971
300116;293.272155762
300117;272.117797852
300118;562.607116699
300119;237.566513062
300120;240.617614746
300121;236.764480591
300122;486.999908447
300123;264.262481689
300124;486.030853271
300125;270.771331787
300126;326.866638184
300127;434.367004395
300128;273.807128906
300129;196.844360352
300130;277.866790771
300131;278.202178955
300132;305.62387085
300133;193.414886475
300134;329.43963623
300135;302.527191162
300136;252.536529541
300137;190.394821167
300138;294.970825195
300139;292.065307617
300140;306.252685547
300141;480.347503662
300142;276.710662842
300143;295.619506836
300144;327.309539795
300145;308.052703857
300146;414.281005859
300147;212.412658691
300148;384.562042236
300149;405.332336426
300150;173.826248169
300151;454.575042725
300152;340.580688477
300153;387.940612793
300154;327.660675049
300155;303.329193115
300156;313.443847656
300157;385.611358643
300158;205.543182373
300159;334.375183105
300160;207.561508179
300161;291.168945312
300162;315.563690186
300163;315.016265869
300164;374.224884033
300165;382.626068115
300166;239.025115967
300167;257.085174561
300168;302.382354736
300169;295.946960449
300170;201.68850708
300171;281.392181396
300172;324.579376221
300173;352.296447754
300174;165.713104248
300175;289.503051758
300176;419.742980957
300177;504.387207031
300178;294.006530762
300179;162.418243408
300180;228.771148682
300181;257.359802246
300182;282.091217041
300183;228.771148682
300184;165.949645996
300185;281.877502441
300186;268.316467285
300187;179.251678467
300188;288.05065918
300189;387.799194336
300190;228.771148682
300191;347.465515137
300192;415.541687012
300193;328.249267578
300194;305.760620117
300195;255.354309082
300196;327.892730713
300197;366.737060547
300198;205.846389771
300199;215.35395813
300200;487.300537109
300201;475.116821289
300202;359.08996582
300203;323.56072998
300204;275.980285645
300205;278.038726807
300206;264.09942627
300207;381.963104248
300208;169.980957031
300209;252.678909302
300210;173.826248169
300211;174.141891479
300212;218.025436401
300213;432.978607178
300214;442.817810059
300215;200.397415161
300216;231.374923706
300217;262.432067871
300218;264.302337646
300219;369.372039795
300220;278.953674316
300221;481.452850342
300222;436.066741943
300223;250.991622925
300224;277.585540771
300225;291.168945312
300226;162.858779907
300227;288.797973633
300228;261.13861084
300229;346.491912842
300230;283.3671875
300231;403.795074463
300232;310.821411133
300233;342.553436279
300234;302.797424316
300235;281.677154541
300236;253.534332275
300237;346.463287354
300238;620.616210938
300239;244.621124268
300240;302.797424316
300241;262.148162842
300242;259.086547852
300243;275.099090576
300244;394.085693359
300245;238.826049805
300246;613.728515625
300247;300.204711914
300248;291.756286621
300249;289.84954834
300250;351.561920166
300251;289.710327148
300252;260.942810059
300253;207.58203125
300254;299.540618896
300255;311.901489258
300256;304.755950928
300257;349.721588135
300258;382.838592529
300259;340.164245605
300260;250.049102783
300261;217.078521729
300262;217.078521729
300263;313.432128906
300264;276.954559326
300265;300.477630615
300266;238.419677734
300267;400.495910645
300268;285.834655762
300269;480.050567627
300270;289.710327148
300271;478.673614502
300272;221.698394775
300273;411.611328125
300274;277.923217773
300275;292.919219971
300276;382.822509766
300277;382.799560547
300278;358.670806885
300279;313.707305908
300280;345.285522461
300281;379.16305542
300282;278.828155518
300283;331.141815186
300284;315.123352051
300285;305.664855957
300286;403.195861816
300287;340.918182373
300288;246.654220581
300289;343.273651123
300290;302.10824585
300291;377.240661621
300292;293.957672119
300293;382.099884033
300294;473.660064697
300295;338.228179932
300296;387.136932373
300297;353.800750732
300298;230.729873657
300299;382.042510986
300300;402.325897217
300301;495.147491455
300302;536.754333496
300303;335.021850586
300304;376.66885376
300305;508.227203369
300306;528.388183594
300307;344.985290527
300308;273.427490234
300309;313.712799072
300310;394.823638916
300311;369.030975342
300312;351.552062988
300313;433.135772705
300314;354.903717041
300315;321.522888184
300316;316.581726074
300317;353.552642822
300318;276.514373779
300319;515.325500488
300320;422.349060059
300321;352.615203857
300322;361.645965576
300323;446.586761475
300324;356.812591553
300325;381.426818848
300326;179.786743164
300327;326.026611328
300328;335.432617188
300329;264.091827393
300330;229.199066162
300331;305.46472168
300332;463.874053955
300333;411.385314941
300334;567.637756348
300335;277.495056152
300336;695.747680664
300337;561.455383301
300338;325.256408691
300339;277.97088623
300340;374.48626709
300341;329.800964355
300342;266.649505615
300343;219.10836792
300344;502.902130127
300345;378.929992676
300346;198.681564331
300347;358.265289307
300348;225.747741699
300349;272.953979492
300350;342.559814453
300351;215.355194092
300352;408.529418945
300353;394.320709229
300354;246.090087891
300355;306.660888672
300356;271.645507812
300357;244.867126465
300358;310.046081543
300359;231.238128662
300360;363.733581543
300361;301.068572998
300362;272.939483643
300363;246.346633911
300364;246.278564453
300365;397.403839111
300366;460.399688721
300367;284.645477295
300368;235.856369019
300369;394.859283447
300370;434.147918701
300371;388.78024292
300372;454.600494385
300373;326.310302734
300374;299.840148926
300375;368.588043213
300376;327.326599121
300377;513.415283203
300378;289.119262695
300379;239.845016479
300380;237.157714844
300381;446.236358643
300382;515.506652832
300383;205.005325317
300384;215.455917358
300385;312.954681396
300386;375.741271973
300387;267.384735107
300388;286.532012939
300389;251.452255249
300390;282.294006348
300391;304.253356934
300392;350.330718994
300393;421.722442627
300394;390.587341309
300395;291.27722168
300396;263.934143066
300397;355.385803223
300398;405.087524414
300399;350.330718994
300400;369.49887085
300401;392.600616455
300402;292.591827393
300403;245.151473999
300404;322.847045898
300405;272.182250977
300406;763.98449707
300407;452.446777344
300408;421.444702148
300409;287.226898193
300410;314.57699585
300411;279.279022217
300412;462.989685059
300413;281.802337646
300414;242.871688843
300415;388.746826172
300416;384.479797363
300417;305.980133057
300418;286.156585693
300419;405.855743408
300420;314.439758301
300421;347.91696167
300422;378.484039307
300423;403.620819092
300424;368.793579102
300425;293.452880859
300426;302.114776611
300427;321.192993164
300428;546.242553711
300429;465.788360596
300430;400.4715271
300431;490.685913086
300432;247.575637817
300433;349.302032471
300434;314.636199951
300435;234.137496948
300436;321.569885254
300437;448.530670166
300438;454.697692871
300439;409.136352539
300440;239.049041748
300441;263.284240723
300442;211.937057495
300443;367.358673096
300444;339.3878479
300445;307.945648193
300446;393.94229126
300447;401.390380859
300448;219.938262939
300449;302.809509277
300450;307.437988281
300451;370.560882568
300452;453.200317383
300453;354.083343506
300454;432.608032227
300455;375.914916992
300456;206.879150391
300457;343.339233398
300458;319.583374023
300459;384.579772949
300460;265.295776367
300461;222.924789429
300462;220.101318359
300463;324.890899658
300464;270.184783936
300465;230.964508057
300466;350.963317871
300467;280.728851318
300468;307.157104492
300469;576.111938477
300470;294.411499023
300471;293.274078369
300472;323.614776611
300473;328.024353027
300474;308.525299072
300475;258.886535645
300476;370.560882568
300477;280.961120605
300478;257.069122314
300479;281.300628662
300480;341.106201172
300481;266.543395996
300482;321.12802124
300483;379.870544434
300484;220.201309204
300485;293.462219238
300486;214.348754883
300487;488.256530762
300488;380.698547363
300489;304.794067383
300490;210.86567688
300491;275.1277771
300492;350.948913574
300493;420.077575684
300494;210.86567688
300495;576.374816895
300496;360.857971191
300497;313.70401001
300498;293.284729004
300499;297.393035889
300500;247.472869873
300501;284.678070068
300502;310.088165283
300503;349.167449951
300504;250.936309814
300505;359.42578125
300506;339.283294678
300507;219.923309326
300508;318.499298096
300509;219.923309326
300510;333.727172852
300511;334.674255371
300512;253.848327637
300513;468.295837402
300514;310.059570312
300515;276.892730713
300516;288.003265381
300517;297.510650635
300518;316.687561035
300519;316.289398193
300520;282.552581787
300521;252.666091919
300522;321.860687256
300523;307.924621582
300524;266.971588135
300525;321.100494385
300526;344.957427979
300527;298.584136963
300528;302.317138672
300529;768.834106445
300530;494.123748779
300531;300.532226562
300532;535.166564941
300533;336.587310791
300534;288.16494751
300535;322.417999268
300536;318.447875977
300537;387.462646484
300538;280.109100342
300539;279.890441895
300540;262.679473877
300541;273.714019775
300542;346.872650146
300543;276.335723877
300544;480.050567627
300545;372.112762451
300546;474.063690186
300547;378.880065918
300548;403.16003418
300549;483.489044189
300550;268.529266357
300551;280.961120605
300552;275.1277771
300553;442.172027588
300554;381.668243408
300555;364.598236084
300556;489.471954346
300557;414.413574219
300558;521.878845215
300559;295.229003906
300560;494.784942627
300561;313.090545654
300562;485.122680664
300563;327.065948486
300564;448.311553955
300565;342.009918213
300566;396.577545166
300567;278.158935547
300568;517.776428223
300569;298.656463623
300570;418.023010254
300571;279.520751953
300572;501.349304199
300573;533.72644043
300574;277.97088623
300575;335.598388672
300576;414.39730835
300577;467.690948486
300578;496.791351318
300579;503.337524414
300580;429.155273438
300581;474.535308838
300582;510.883728027
300583;523.758300781
300584;283.39364624
300585;303.973419189
300586;263.214782715
300587;502.902130127
300588;295.166900635
300589;208.203414917
300590;201.785140991
300591;280.621582031
300592;292.747406006
300593;323.037628174
300594;509.715545654
300595;277.553741455
300596;267.61618042
300597;244.147781372
300598;339.835327148
300599;289.710327148
300600;302.797424316
300601;373.96963501
300602;304.794067383
300603;791.068664551
300604;318.621185303
300605;457.25668335
300606;476.600311279
300607;322.890075684
300608;382.838592529
300609;380.504486084
300610;289.710327148
300611;297.654327393
300612;346.377227783
300613;413.534759521
300614;563.925476074
300615;465.900695801
300616;283.301239014
300617;484.307098389
300618;261.224517822
300619;313.983703613
300620;467.015838623
300621;487.704772949
300622;517.838500977
300623;557.497009277
300624;293.035308838
300625;362.279754639
300626;415.94229126
300627;301.068572998
300628;446.769744873
300629;439.033508301
300630;397.480651855
300631;390.265869141
300632;474.576782227
300633;269.408325195
300634;289.710327148
300635;341.778656006
300636;420.27230835
300637;494.784942627
300638;521.202453613
300639;344.483734131
300640;414.271636963
300641;382.813598633
300642;281.199584961
300643;318.305908203
300644;491.256530762
300645;283.473419189
300646;296.380279541
300647;481.200439453
300648;289.710327148
300649;321.431304932
300650;290.064483643
300651;474.968414307
300652;641.446044922
300653;378.601470947
300654;481.132110596
300655;293.626464844
300656;356.60256958
300657;274.626312256
300658;317.588623047
300659;340.48840332
300660;274.681976318
300661;389.85546875
300662;563.492858887
300663;419.835632324
300664;320.721496582
300665;381.065979004
300666;470.34375
300667;199.227127075
300668;391.95199585
300669;333.319824219
300670;530.942504883
300671;620.33215332
300672;529.65435791
300673;321.377349854
300674;474.968414307
300675;445.111022949
300676;290.671386719
300677;502.902130127
300678;500.767852783
300679;263.162261963
300680;289.710327148
300681;607.815917969
300682;262.064605713
300683;246.059646606
300684;526.548950195
300685;309.017730713
300686;268.962432861
300687;259.679992676
300688;486.225830078
300689;322.779815674
300690;268.962432861
300691;323.047973633
300692;294.006530762
300693;304.215911865
300694;407.621734619
300695;357.605957031
300696;595.131286621
300697;355.518768311
300698;307.437988281
300699;250.284896851
300700;531.471862793
300701;287.469787598
300702;263.374084473
300703;342.443664551
300704;301.230834961
300705;312.465606689
300706;285.707733154
300707;374.686401367
300708;345.14831543
300709;275.679992676
300710;188.740707397
300711;332.544891357
300712;284.821838379
300713;388.138671875
300714;313.801391602
300715;324.997039795
300716;513.092529297
300717;414.239349365
300718;176.373703003
300719;283.530639648
300720;419.003845215
300721;499.9269104
300722;338.206878662
300723;569.425048828
300724;473.708007812
300725;407.077850342
300726;391.891540527
300727;312.686279297
300728;354.144256592
300729;152.147583008
300730;264.755096436
300731;298.656311035
300732;403.554504395
300733;296.977508545
300734;291.305236816
300735;302.012023926
300736;290.951080322
300737;193.856414795
300738;235.25793457
300739;259.107849121
300740;296.998840332
300741;463.914337158
300742;420.839080811
300743;234.010009766
300744;383.987609863
300745;332.812744141
300746;300.970672607
300747;341.743225098
300748;500.279510498
300749;230.696029663
300750;295.159576416
300751;257.420043945
300752;239.228500366
300753;419.003845215
300754;334.489654541
300755;488.377471924
300756;328.255493164
300757;397.115570068
300758;271.803649902
300759;304.152404785
300760;396.208465576
300761;292.350982666
300762;244.106323242
300763;246.473526001
300764;501.458099365
300765;314.907806396
300766;430.365478516
300767;390.23538208
300768;357.044128418
300769;360.59387207
300770;440.565490723
300771;307.737854004
300772;202.490631104
300773;299.605621338
300774;410.036499023
300775;315.99621582
300776;279.429504395
300777;485.672790527
300778;531.267211914
300779;368.001281738
300780;294.455383301
300781;396.035064697
300782;298.200714111
300783;468.114471436
300784;344.113739014
300785;759.677062988
300786;312.501312256
300787;339.479614258
300788;366.521362305
300789;385.756225586
300790;563.732910156
300791;305.81362915
300792;318.434936523
300793;260.179473877
300794;306.744873047
300795;316.297790527
300796;610.450439453
300797;402.878112793
300798;355.814758301
300799;521.789367676
300800;252.871673584
300801;315.197509766
300802;291.168945312
300803;314.74710083
300804;396.118896484
300805;269.905181885
300806;436.33996582
300807;518.936767578
300808;321.559661865
300809;372.019500732
300810;291.675750732
300811;317.123748779
300812;358.312744141
300813;352.81552124
300814;373.1590271
300815;725.64074707
300816;506.518188477
300817;341.301239014
300818;374.897186279
300819;290.485839844
300820;302.527191162
300821;290.934387207
300822;600.058166504
300823;496.243560791
300824;415.105834961
300825;504.360748291
300826;246.445785522
300827;334.043334961
300828;515.911010742
300829;621.875732422
300830;436.701782227
300831;339.539489746
300832;227.278808594
300833;272.378204346
300834;469.90826416
300835;321.688781738
300836;252.828643799
300837;462.4296875
300838;293.342010498
300839;432.649291992
300840;241.481506348
300841;810.213317871
300842;327.505310059
300843;254.604766846
300844;373.06072998
300845;212.89213562
300846;384.773529053
300847;318.283538818
300848;505.06539917
300849;271.667205811
300850;347.393798828
300851;214.937835693
