ID;COTIS
300001;309.037658691
300002;227.878189087
300003;265.905303955
300004;335.759063721
300005;321.140655518
300006;371.671386719
300007;469.269897461
300008;172.029754639
300009;545.684387207
300010;498.750244141
300011;280.303222656
300012;347.849945068
300013;240.932601929
300014;222.053115845
300015;372.225250244
300016;193.637313843
300017;274.166412354
300018;501.919128418
300019;312.573852539
300020;519.902160645
300021;225.806365967
300022;394.491760254
300023;405.988952637
300024;331.189758301
300025;324.431121826
300026;225.405334473
300027;287.083587646
300028;384.966491699
300029;255.101150513
300030;232.268768311
300031;389.951171875
300032;459.136199951
300033;256.121459961
300034;403.325439453
300035;352.091827393
300036;302.947906494
300037;175.751861572
300038;346.608917236
300039;233.439102173
300040;209.226150513
300041;328.445129395
300042;516.262817383
300043;275.139526367
300044;426.611816406
300045;259.082092285
300046;296.811737061
300047;272.030639648
300048;238.22076416
300049;384.582550049
300050;223.139404297
300051;304.522827148
300052;250.123245239
300053;277.909698486
300054;323.280548096
300055;285.42098999
300056;385.028778076
300057;263.712402344
300058;420.510070801
300059;298.906463623
300060;234.492462158
300061;356.137878418
300062;206.111541748
300063;156.614028931
300064;288.045166016
300065;289.900177002
300066;193.056976318
300067;411.023010254
300068;430.727813721
300069;377.898376465
300070;275.936920166
300071;188.648025513
300072;289.861206055
300073;267.517700195
300074;458.979156494
300075;335.121551514
300076;313.32144165
300077;321.67489624
300078;299.616790771
300079;271.356231689
300080;219.5546875
300081;186.365661621
300082;259.560302734
300083;245.828048706
300084;289.172790527
300085;218.66242981
300086;225.785095215
300087;291.695617676
300088;262.669677734
300089;358.523498535
300090;234.487091064
300091;342.918518066
300092;233.438964844
300093;152.041656494
300094;390.356903076
300095;211.180358887
300096;418.452026367
300097;209.910720825
300098;523.173156738
300099;363.818511963
300100;253.721191406
300101;270.01651001
300102;243.993057251
300103;511.2628479
300104;272.615112305
300105;230.890762329
300106;304.691436768
300107;296.660064697
300108;257.89932251
300109;229.443389893
300110;488.302276611
300111;449.91583252
300112;295.999542236
300113;301.423980713
300114;316.702972412
300115;387.03237915
300116;240.465103149
300117;236.066757202
300118;519.25402832
300119;235.865249634
300120;211.370834351
300121;223.715454102
300122;452.962646484
300123;218.800125122
300124;447.706420898
300125;258.089813232
300126;276.594573975
300127;366.694488525
300128;243.468154907
300129;177.093536377
300130;283.120910645
300131;247.67010498
300132;278.363983154
300133;164.301605225
300134;327.411499023
300135;266.936218262
300136;193.523361206
300137;202.366760254
300138;263.496856689
300139;245.083007812
300140;265.598052979
300141;447.236999512
300142;224.251953125
300143;268.695068359
300144;278.298553467
300145;280.663757324
300146;430.188201904
300147;185.929275513
300148;376.837158203
300149;385.357208252
300150;184.814865112
300151;397.004180908
300152;303.382232666
300153;367.586425781
300154;270.103271484
300155;304.512420654
300156;291.176300049
300157;338.693023682
300158;166.81578064
300159;282.047180176
300160;213.021759033
300161;286.672210693
300162;276.703735352
300163;284.320098877
300164;386.145477295
300165;367.948608398
300166;215.320800781
300167;239.230743408
300168;278.414337158
300169;241.771362305
300170;212.216171265
300171;248.096801758
300172;286.893341064
300173;354.864898682
300174;169.902099609
300175;282.320678711
300176;427.992156982
300177;517.100646973
300178;282.209838867
300179;155.169631958
300180;216.886047363
300181;247.3931427
300182;236.891799927
300183;218.885879517
300184;178.49647522
300185;280.329040527
300186;225.008163452
300187;142.188430786
300188;268.137908936
300189;362.685974121
300190;221.031692505
300191;326.234039307
300192;424.673858643
300193;327.282318115
300194;281.705047607
300195;240.308853149
300196;296.590087891
300197;344.010742188
300198;198.123306274
300199;203.769592285
300200;547.151062012
300201;468.147827148
300202;359.335968018
300203;352.269683838
300204;274.812408447
300205;246.391723633
300206;228.476608276
300207;388.140625
300208;168.978912354
300209;227.548049927
300210;175.837112427
300211;164.133758545
300212;230.497360229
300213;433.618103027
300214;481.229125977
300215;186.79284668
300216;210.092605591
300217;245.917648315
300218;254.262619019
300219;335.090759277
300220;266.242431641
300221;409.305450439
300222;434.17755127
300223;221.881256104
300224;242.692520142
300225;287.397766113
300226;172.817962646
300227;262.936645508
300228;242.165893555
300229;309.801300049
300230;266.026153564
300231;360.394775391
300232;270.350128174
300233;292.75994873
300234;305.173492432
300235;263.737670898
300236;232.721084595
300237;323.808105469
300238;543.172241211
300239;210.330993652
300240;303.241699219
300241;236.246490479
300242;222.222747803
300243;228.023178101
300244;371.172149658
300245;188.826599121
300246;587.140625
300247;255.048110962
300248;267.899475098
300249;254.374694824
300250;312.846221924
300251;247.889450073
300252;237.938873291
300253;166.81552124
300254;268.657073975
300255;282.096923828
300256;265.138702393
300257;343.481445312
300258;366.422943115
300259;296.214294434
300260;226.903793335
300261;208.307601929
300262;186.768722534
300263;298.426635742
300264;225.608856201
300265;287.718353271
300266;251.799468994
300267;367.388153076
300268;286.875152588
300269;408.163330078
300270;251.699310303
300271;417.237579346
300272;218.328918457
300273;392.623809814
300274;264.471557617
300275;274.353912354
300276;402.378692627
300277;365.234954834
300278;370.046478271
300279;310.420196533
300280;321.282836914
300281;328.113220215
300282;276.728790283
300283;313.7734375
300284;315.942718506
300285;288.2293396
300286;399.977416992
300287;316.62612915
300288;239.934188843
300289;321.604370117
300290;291.895690918
300291;368.282012939
300292;285.898040771
300293;372.947357178
300294;449.844818115
