ID;COTIS
300001;310.175872803
300002;226.455535889
300003;257.441101074
300004;331.686737061
300005;321.434783936
300006;375.801208496
300007;464.407501221
300008;176.848571777
300009;560.030395508
300010;492.812561035
300011;277.093170166
300012;350.710418701
300013;245.514724731
300014;222.888641357
300015;370.955444336
300016;199.068222046
300017;273.61340332
300018;496.587554932
300019;306.300140381
300020;512.676940918
300021;227.959518433
300022;394.157836914
300023;401.97253418
300024;337.521484375
300025;319.483398438
300026;225.154434204
300027;289.201690674
300028;388.091674805
300029;255.142181396
300030;234.287231445
300031;392.562988281
300032;453.381561279
300033;254.519378662
300034;409.946380615
300035;354.658508301
300036;306.612854004
300037;174.705841064
300038;337.945281982
300039;229.078598022
300040;215.368179321
300041;328.067504883
300042;524.087524414
300043;276.978668213
300044;433.215423584
300045;262.840698242
300046;297.928497314
300047;272.113983154
300048;236.221511841
300049;384.626098633
300050;227.932846069
300051;301.258575439
300052;250.557785034
300053;282.996765137
300054;327.601806641
300055;287.759429932
300056;366.958312988
300057;274.617248535
300058;407.297698975
300059;301.031921387
300060;239.321960449
300061;352.54699707
300062;212.098144531
300063;163.785980225
300064;282.98928833
300065;283.726623535
300066;199.831161499
300067;409.440917969
300068;427.254119873
300069;391.42276001
300070;274.505279541
300071;193.786575317
300072;298.841186523
300073;275.055114746
300074;462.281036377
300075;339.258178711
300076;316.034423828
300077;326.972473145
300078;301.812561035
300079;273.092437744
300080;221.530639648
300081;186.461105347
300082;259.191864014
300083;255.996398926
300084;292.974578857
300085;215.980941772
300086;228.502471924
300087;296.610961914
300088;273.452789307
300089;357.136932373
300090;237.016174316
300091;349.863800049
300092;230.81098938
300093;155.193634033
300094;398.850891113
300095;206.529937744
300096;423.337677002
300097;216.796432495
300098;528.21887207
300099;358.936859131
300100;258.579742432
300101;271.728271484
300102;243.715515137
300103;520.427856445
300104;271.05670166
300105;235.446273804
300106;301.290283203
300107;302.980133057
300108;263.594848633
300109;237.798065186
300110;498.527038574
300111;457.24105835
300112;298.168884277
300113;301.978546143
300114;320.414276123
300115;386.374267578
300116;246.223739624
300117;248.045211792
300118;531.018554688
300119;231.171356201
300120;218.850479126
300121;224.097640991
300122;463.329223633
300123;228.09727478
300124;454.622772217
300125;260.594573975
300126;289.48550415
300127;379.386810303
300128;247.645584106
300129;180.453201294
300130;278.908447266
300131;253.42477417
300132;279.87612915
300133;167.563232422
300134;330.743927002
300135;274.101654053
300136;206.377105713
300137;205.800140381
300138;271.488067627
300139;251.140914917
300140;270.139190674
300141;449.33883667
300142;232.232162476
300143;280.117553711
300144;282.054992676
300145;284.284454346
300146;435.716278076
300147;188.770706177
300148;372.700286865
300149;377.854431152
300150;186.670928955
300151;410.977142334
300152;305.336425781
300153;369.107788086
300154;274.492980957
300155;310.700500488
300156;284.928100586
300157;349.263763428
300158;168.343933105
300159;283.268554688
300160;218.016662598
300161;294.814910889
300162;278.844421387
300163;286.590209961
300164;383.692321777
300165;375.338806152
300166;220.129577637
300167;239.162796021
300168;286.863952637
300169;248.176376343
300170;212.669921875
300171;251.261322021
300172;298.557556152
300173;355.21762085
300174;171.892440796
300175;284.027679443
300176;435.272399902
300177;517.467651367
300178;285.025756836
300179;161.810836792
300180;219.478851318
300181;251.114898682
300182;246.629165649
300183;221.13067627
300184;177.99810791
300185;282.35848999
300186;234.839920044
300187;148.537384033
300188;271.994720459
300189;368.450500488
300190;226.569168091
300191;323.548706055
300192;425.448364258
300193;331.188598633
300194;281.80960083
300195;233.619338989
300196;300.750823975
300197;341.754180908
300198;199.904525757
300199;205.140853882
300200;546.163635254
300201;460.00177002
300202;358.282012939
300203;350.878814697
300204;274.594421387
300205;247.491226196
300206;232.822616577
300207;381.814331055
300208;171.385147095
300209;232.305969238
300210;174.404510498
300211;170.980621338
300212;235.003463745
300213;430.851501465
300214;464.816711426
300215;188.785064697
300216;216.181472778
300217;252.155975342
300218;258.449066162
300219;341.737457275
300220;264.980682373
300221;417.533172607
300222;436.764038086
300223;229.616928101
300224;243.326339722
300225;282.612609863
300226;178.12449646
300227;268.084564209
300228;238.860076904
300229;315.422546387
300230;266.238006592
300231;377.470001221
300232;274.897460938
300233;302.471984863
300234;304.797180176
300235;273.469665527
300236;235.581848145
300237;320.545196533
300238;549.909179688
300239;217.247055054
300240;303.052825928
300241;238.07258606
300242;227.07699585
300243;232.597137451
300244;365.15423584
300245;190.195755005
300246;595.250366211
300247;260.049133301
300248;267.370635986
300249;264.047485352
300250;318.567260742
300251;251.134979248
300252;244.192810059
300253;171.162399292
300254;265.909118652
300255;284.749023438
300256;268.3565979
300257;341.226348877
300258;369.170898438
300259;299.696075439
300260;234.778579712
300261;206.41619873
300262;189.604187012
300263;295.892333984
300264;227.904968262
300265;284.555328369
300266;245.550994873
300267;356.693664551
300268;290.143005371
300269;417.501068115
300270;256.178344727
300271;429.017578125
300272;221.747085571
300273;402.464202881
300274;262.641082764
300275;273.832366943
300276;390.496429443
300277;367.082397461
300278;370.78805542
300279;305.293334961
300280;319.283905029
300281;328.193786621
300282;271.611602783
300283;308.596343994
300284;309.928894043
300285;287.375762939
300286;398.276702881
300287;323.113128662
300288;241.311935425
300289;325.061218262
300290;287.062774658
300291;374.274017334
300292;291.31262207
300293;371.389068604
300294;445.566986084
300295;327.791229248
300296;378.876464844
300297;337.400726318
300298;217.738220215
300299;359.206237793
300300;413.348693848
300301;490.08493042
300302;523.120788574
300303;306.421142578
300304;375.44732666
300305;522.688903809
300306;559.086791992
300307;320.709655762
300308;269.438842773
300309;285.604980469
300310;374.226531982
300311;354.228057861
300312;317.917541504
300313;421.46673584
300314;347.049804688
300315;285.727783203
300316;295.569885254
300317;399.031860352
300318;251.567901611
300319;477.128967285
300320;384.690795898
300321;352.293212891
300322;370.450744629
300323;440.283569336
300324;352.324310303
300325;392.806274414
300326;183.511474609
300327;299.904388428
300328;336.535308838
300329;276.490936279
300330;237.345825195
300331;262.849151611
300332;508.740875244
300333;407.727233887
300334;569.805480957
300335;262.893707275
300336;670.166625977
300337;573.978759766
300338;308.854156494
300339;264.778839111
300340;369.560272217
300341;316.341461182
300342;256.521911621
300343;211.606460571
300344;463.240966797
300345;390.71496582
300346;194.389221191
300347;353.228240967
300348;215.519485474
300349;253.019546509
300350;321.007507324
300351;200.335678101
300352;406.878234863
300353;402.568511963
300354;230.836883545
300355;308.204498291
300356;248.696670532
300357;242.056121826
300358;291.507019043
300359;243.377822876
300360;359.327392578
300361;315.809051514
300362;253.502288818
300363;239.569992065
300364;239.187667847
300365;409.749511719
300366;414.218688965
300367;269.983581543
300368;231.503921509
300369;421.303771973
300370;411.692382812
300371;392.89855957
300372;431.980407715
300373;309.351531982
300374;272.584838867
300375;357.214080811
300376;289.054718018
300377;489.313690186
300378;263.026855469
300379;228.11138916
300380;249.948394775
300381;400.822357178
300382;507.501251221
300383;205.228515625
300384;209.274917603
300385;286.653442383
300386;330.798339844
300387;246.231384277
300388;278.761199951
300389;264.805145264
300390;263.338317871
300391;289.718719482
300392;330.040435791
300393;357.191070557
300394;374.822753906
300395;271.409881592
300396;237.312149048
300397;330.281799316
300398;385.358581543
300399;329.433197021
300400;369.747619629
300401;399.549591064
300402;287.706848145
300403;232.212692261
300404;305.616455078
300405;247.744430542
300406;756.706787109
300407;446.109710693
300408;384.336151123
300409;250.335098267
300410;311.753997803
300411;275.504089355
300412;432.905639648
300413;275.523498535
300414;229.068511963
300415;414.131561279
300416;369.204650879
